text,label
"RSRP, RSRQ and Io levels have been derived from other parameters for information purposes.",0
The current RLC data block contains a Upper Layer PDU that either fills the current RLC data block precisely or continues in the next RLC data blcok.,0
USAT provides a standardised execution environment for applications stored on the UICC and the ability to utilize certain functions of the supporting mobile equipment.,0
"In the context of MBMS download, a file contains any type of MBMS data",0
This criterion does not match when the destination number received from the S-CSCF is not an ISDN number.,1
UE has to be able to receive MTCH and identify intra-frequency neighbour cells according to the requirements.,1
"The MRFC may indicate the maximum record time to the MRFP and when this time has elapsed, the MRFP shall stop the message recording",0
The MRFC may request the MRFP to detect the message recording completion and notify the completion event and cause to the MRFC.,0
This is used to determine whether to trigger MT roaming retry upon receipt of an incoming call.,2
"The decision box ""received IMEISV = stored IMEISV"" takes the ""No"" exit if no IMEISV is stored",0
"Decision ""National Roaming Restrictions Exist?"" distinguishes whether or not the subscriber is allowed service in the target LA, based on the ""Yes"" branch results in the sending of ""Update Location Area Negative Response"" toward the MSC (and the MS), with cause ""National Roaming Not Allowed."" ",1
"However, subscriber data shall not be deleted from the VLR.",2
Time shifting functionality is designed to enhance the access to live streaming sessions.,0
Such background noise effect is most pronounced in tandem conditions,0
The TP-Validity Period comprises 7 octets.,0
Echo cancellation may also be deactivated by the TMGW when entering the VBD mode,0
"The configuration of the HECD (or ECD) in a Media Gateway is the ""reverse associated"" mode (An ECD is responsible for a single echo path, therefore also known as half-way ECD (HECD)",0
The purpose of the UE De-Registration Procedure is to request the release of a UE context in the HNB-GW or the HNB Successful Operation (HNB Originated),1
"Messages may be stored in either, but the present document does not distinguish between messages stored in the (U)SIM or in the ME.",2
User profile and terminal capability data can be stored on a network server and will be contacted at the initial set up.,0
"In UMTS, the reporting requirements may be covered by the measurement job, or they may be administered per NE, per management domain or per EM, as chosen by the vendor.",0
A Random TLLI may be used if no valid P-TMSI is available,1
authenticatirequested service was rejected by the on failed external packet data network due to a rejected by requested service or operation was rejected TWAN or PDN by the TWAN or PDN GW.,1
Channel reassignment during packet transfer mode or MAC-Shared state shall be considered as start of a new packet transfer mode or MAC Shared state preceded by a zero length packet idle mode or MAC-Idle state,0
"During GPRS downlink TBF transfer, the MS shall measure the received signal quality",0
"The reported value, RXQUAL, shall be the average within the reporting period.",0
Internal LCS Applications may also be part of the RNC and the UE,0
The UE Position Calculation Function (PCF) is logically associated with the SRNC or with the SAS,0
The UE Positioning in UTRAN also makes use of the standardised Iur interface between RNCs,0
The functional model presented in the figure includes functional entities for UE utilising either or both circuit switched (CS) and packet switched (PS) services.,2
The diagram shows external devices connected to the simulated S-GW and the simulated UEs.,2
The Diameter message priority mechanism is an optional feature which may apply on the MBC interface.,0
The web server forward these information to the SFR server.,0
The QCI of the bearer may therefore be different than the QCI of the PCC rule detecting the service data flow.,0
"In the case of the ATM-based Iu-cs interface, this may include the exchange of ALCAP signalling between the GANC and the MSC to setup the ATM virtual circuit.",0
"Intermodulation attenuation (GSM 400, GSM 900 and DCS 1800) To verify that the RF transmit equipment is able to restrict the generation of signals in its non-linear elements caused by the presence of the RF output from the transmitter and an interfering signal reaching the transmitter via its antenna to below specified levels If SFH is supported by the BSS, it shall be disabled during this.",0
The Manufacturer shall declare how many TRXs the BSS supports.,0
TIU can be up to one frame (10 ms),0
"KC is the number of known target cells in the message, and OC is the number of target cells that are not known in the message",0
Fmax denotes the maximum number of radio frames within the transmission time intervals of all transport channels,0
TIU is the interruption uncertainty when changing the timing from the old to the new cell.,0
"The objective of Data Volume for Shared Networks measurement is to measure the data volume transmitted or received by the eNB in a configured measurement period, for the different PLMN identities in a shared network.",0
"Subsequent publication of the information should be avoided except for real necessity such as correction of wrong information, expansion of area where big earthquake is expected, etc",0
Earthquake early warning information should be published only when occurrence of big earthquake is expected,0
Publication of earthquake early warning information can be limited to the area where evacuation is required,0
"Earthquake early warning information should contain visual information for delivering through, for example, television",0
The first six requirements are related to the use of the system and the last two requirements are related to the functionality of the system,2
Possible error in terms of accuracy should be taken into account in the expression of earthquake early warning information,0
"This indicates to the radio and core network the requirement for enhanced handling over the radio interface, once it has been accepted by the network.",2
"This downwards extension by 4 MHz should pose no problem for actual DCS equipments, considering the large spacing to its wanted signal.",0
"As such, the following functions shall be performed by the UE - Maintaining of NAT bindings between the UE and the P-CSCF through the use of a keep-alive mechanism to insure inbound signalling packets are allowed to traverse the NAT device.",2
Solutions to determine the frequency of the keep-alive are not defined in this version of the specification.,0
The syndicated feed URI follows a predefined URI scheme in order to identify the SFR server and provide relevant connection parameters associated with the SFR server.,0
The power step due to a change in TFC shall be calculated in the UE so that the power transmitted on the DPCCH shall follow the inner loop power control.,0
The notification header attribute would capture the DN of an instance of an IOC as defined in this IRP specification,0
The PCAP Position Initiation Response or PCAP Position Periodic Result message may include the positioning method(s) used and an indication of whether the position estimate satisfies the requested accuracy or not.,0
"In case of standalone method, the UE returns the position estimate to the SRNC via RRC signalling.",0
Test results on several different codecs have shown that a more realistic target to reach quality objective in HR mode at EP1 has been relaxed to FR at EP. ,0
"To maintain the quality target, a lesser proportion of calls will be in half-rate mode; alternatively with the same proportion of half-rate mode calls, the average quality will be degraded in half-rate mode.",0
This information element provides the description of the uplink dynamic allocation information for a BTTI or an RTTI assignment in a DLMC configuration with or without power control parameters.,0
SMF requests the deletion of the corresponding SM Policy Association Service.,1
The NF Service Consumer can request the creation of a SM Policy Association and provide relevant parameters about the PDU Session to the PCF Inputs and SUPI is required for this.,1
The necessary requirements for decrypting media are stored in the Protection scheme information box.,1
"The UE shall measure RSRP and RSRQ at least every Tmeasure, EUTRAN_Intra (see table\) for intra-frequency cells that are identified and measured according to the measurement rules.",0
The UE shall filter RSRP and RSRQ measurements of each measured intra frequency cell using at least 2 measurements.,0
"DOWNLINK_TFI_ASSIGNMENT (5 bit field) is an information element that, if present, assigns the TFI to the mobile station to identify the downlink TBF described by this message.",0
"The LMU may be either a logically separate network element addressed using some pseudo-cell ID, or connected to or integrated in a Node B.",0
"Unless otherwise specified, the procedures (including error handling and unrecognised information handling) shall be used",2
"This clause specifies a Diameter application that allows a Diameter server and a Diameter client to retrieve the location information of a target UE, to report the location information of a target UE.",2
"The SLg/Lgd interface protocol is defined as an IETF vendor specific Diameter application, where the vendor is 3GPP.",0
The first character of the leaf value indicates support for ISRP rules based on Application Identifiers (DIDA).,0
Then the SHO provides the M2ME with operational service ,2
"Otherwise, the values of RXLEV-FULL-SERVING-CELL and RXLEV-SUB-SERVING-CELL shall be added with 2 times the power reduction value corresponding to the Power Level field in the BS POWER message in RXLEV-FULL-SERVING-CELL",2
Service Tokens will automatically expire if the client application or framework invokes the terminateAccess,1
The UE shall have stopped using UL_TFC8 and UL_TFC9 within [TBD] ms from beginning of time period T ,0
"The delay from the begining of T2 can be expressed as: Tramp + Tdetect_block + Tnotify + Tmodify+ TL1_proc + Talign_TTI, where Tramp Margin added for the increase of UE output power to the UE maximum power.",0
"On the other hand, mobile subscribers, subscribed to any PLMN in another country than the one in which the served mobile subscriber roams, cannot be called even if they roam in the same PLMN area as the served mobile.",0
Barring of all outgoing international calls except those directed to the Outgoing call set-up possibilities exist only to subscribers of the PLMN(s) and the fixed network(s) of the country where the mobile subscriber is presently located or to mobile subscribers of the home PLMN country of the served mobile subscriber and to subscribers of the fixed network(s) in the home PLMN country.,0
The output power is a measure of the maximum power the UE can transmit.,0
The period of measurement shall be at least one timeslot.,0
An NR cell requires an uplink in order to provide initial access.,2
The Location Estimate shall be represented in a well-defined universal format.,0
"Translation from this universal format to another geographic location system may be supported, although the details are considered outside the scope of the primitive services.",0
"If possible, the IMSI detach procedure is then delayed until the MM specific procedure is finished, else the IMSI detach is omitted.",1
"When receiving an IMSI DETACH INDICATION message, the network may set an inactive indication for the IMSI.",1
"For BS supporting non-contiguous spectrum operation within any operating band, the minimum requirement within sub-block gaps is calculated as a cumulative sum of contributions from adjacent sub blocks on each side of the sub block gap, where the contribution from the far-end sub-block shall be scaled according to the measurement bandwidth of the near-end sub-block.",0
"Most utility companies count on complex power distribution schemes and manual switching to keep power flowing to most of their customers, even when power lines are damaged and destroyed.",0
The message flows for this scenario are based on the use of an SCCP-relay function in the MNP-SRF.,2
CC-Total-Octets OC is a field that contains the requested amount of octets to be sent and received.,0
Thus if two status octets are inserted into L2RCOP-PDU at offsets l and m the address value shall be defined by m-l- Address bit 20 corresponds to bit 1 in the status octets.,0
"Furthermore, the chip rate is assumed to be 4 Mcps",0
The CN sends a Paging Request to the GANC identified through the last Location Update received by it and includes the TMSI if available.,1
"It sends the Relocation Required message (Relocation Type, Cause, Source ID, Target ID, Source BSS To Target BSS Transparent Container) to the SGSN.",2
The Neighbour Detection Function detects new neighbours and adds them to the NRT.,0
"A test case using more than one radio frequency, on the same EUTRA and UTRA band, shall avoid to be executed on operating Band 12 with 10MHz bandwidth.",0
The restriction on test case execution as listed in this clause is due to the restriction of bandwidth of an EUTRA Band accommodating the necessary number of radio frequencies in the EUTRA/GERAN test cases or in the EUTRA/UTRA test cases on the same E-UTRA/UTRA operating Band.,0
The timers TeDRX and TPTW are reset when upper layer indicates that a new value is configured in ATTACH/RAU for timer T331 in RRC .,2
"If the routeing area update procedure fails a maximum allowable number of times, or if the SGSN returns a Routeing Area Update Reject (Cause) message, the MS shall enter IDLE state.",1
This field indicates whether or not a MS is allowed to select the Common PLMN.,2
"The EC SI 4_COUNT field is binary coded, range 0 to 3, and provides the value of the highest indexed message instance in the sequence of EC SI 4 EC SI_CHANGE_MARK (5 bits).",1
All resources allocated for that context shall be released.,2
"If the message is a REQUEST PDP CONTEXT ACTIVATION, a REQUEST PDP CONTEXT ACTIVATION REJECT message with cause # 96 ""Invalid mandatory information"" shall be returned.",1
"If the message is an ACTIVATE PDP CONTEXT REQUEST, an ACTIVATE PDP CONTEXT REJECT message with cause # 96 ""Invalid mandatory information"" shall be returned.",1
"If the message is an ACTIVATE SECONDARY PDP CONTEXT REQUEST, an ACTIVATE SECONDARY PDP CONTEXT REJECT message with cause # 96 ""Invalid mandatory information"" shall be returned.",1
"If the message is a MODIFY PDP CONTEXT REQUEST, a MODIFY PDP CONTEXT REJECT message with cause # 96 ""Invalid mandatory information"" shall be returned.",1
"If the message is a REQUEST MBMS CONTEXT ACTIVATION, a REQUEST MBMS CONTEXT ACTIVATION REJECT message with cause # 96 ""Invalid mandatory information"" shall be returned.",1
"If the message is an ACTIVATE MBMS CONTEXT REQUEST, an ACTIVATE MBMS CONTEXT REJECT message with cause # 96 ""Invalid mandatory information"" shall be returned.",1
"If the message is a REQUEST SECONDARY PDP CONTEXT ACTIVATION, a REQUEST SECONDARY PDP CONTEXT ACTIVATION REJECT message with cause # 96 ""Invalid mandatory information"" shall be returned.",1
The network shall take the same approach.,2
"If an information element with format T, TV, or TLV is repeated in a message in which repetition of the information element is not specified in clause 9 of the present document, only the contents of the information element appearing first shall be handled and all subsequent repetitions of the information element shall be ignored.",1
The SIP 200 (OK) response will contain a Recv-Info header field set to g.3gpp.ussd 200 (OK) response (P-CSCF to S-CSCF).,1
The USSI AS responds to the 200 (OK) response with an ACK request sent ACK request (S-CSCF to P-CSCF).,1
The S-CSCF forwards the ACK request to the P-CSCF ACK request (P-CSCF to UE-1).,1
The P-CSCF forwards the ACK request to the UE.,0
The UE performs the requested USSD operation.,0
The RRC procedures affected by the introduction of FLO are RB control procedures and RRC Connection Mobility procedures.,0
"The following RRC messages are impacted by the introduction of FLO: RADIO BEARER SETUP, RADIO BEARER RECONFIGURATION, RADIO BEARER RELEASE and CELL UPDATE CONFIRM.",0
"For the frequency range 8815 MHz, this requirement does not apply to BS operating in band 8, since it is already covered by the requirement in sub-clause.",0
"However, the following subclauses provide a minimum set of MTP requirements that shall be implemented at a SGSN or VLR to support the functionality required by the BSSAP+ protocol in the Gs interface.",0
This ensures maximum interoperability with any AMR sender of the defined AMR Configuration (one step up or one step down) regardless which Rate Control command it receives.,0
"If the ENB CONFIGURATION UPDATE message does not contain the information for an existing cell, the MCE shall interpret that the corresponding configuration data for that cell is not changed and shall continue to operate the M2 with the existing related configuration data for that cell.",1
"If the ENB CONFIGURATION UPDATE ACKNOWLEDGE message contains the Cell Information List IE within the MCCH related BCCH Configuration Item IE, the eNB shall broadcast that MCCH related BCCH configuration only in those cells indicated in the IE for which the Cell Reservation Info IE is not set to ""reservedCell"".",1
This resource is used to represent an individual subscription to notifications.,2
The UE is informed of an HS-DSCH allocation by means of a signalling message on an HS-SCCH.,0
"For 4 Mcps TDD and 8Mcps TDD, the UE shall be allocated a set of up to four HS-SCCHs, and shall monitor all of these HS-SCCHs continuously.",0
"The auto-correlations of the windowed speech, are computed and a 60 Hz bandwidth expansion is used by lag windowing the auto correlations using the window where Hz is the bandwidth expansion and Hz is the sampling frequency.",0
The H-PCRF may provide new or modified QoS rules to the V-PCRF 7e.,0
"It is also beneficial to study and analyse the potential impact to architecture protocol, and signalling to support RAN based local cached delivery, local breakout; and support RAN optimizations based on context awareness.",0
The CSE shall specify the digit string(s) for which the instruction is valid.,1
"Since the message is sent over the RRC connection between the MeNB and the UE, it is integrity protected using the KRRCint of the MeNB.",1
"The following documents contain provisions which, through reference in this text, constitute provisions of the present document.",2
"References are either specific (identified by date of publication edition number, version number, etc.) or non-specific.",2
"For a specific reference, subsequent revisions do not apply while for a non-specific reference, the latest version applies.",2
"Furthermore, 3GPP also supports the delivery of DASH formats within MBMS using FLUTE as the delivery protocol.",0
Both specifications rely for the segment formats on the ISO base media file format.,0
All attributes are inherited from Link.,2
The DUT rotation is emulated from within the channel emulator by rotating measured antenna.,0
The presence of this additional information in the request shall be operator configurable.,2
"In both scenarios, it shall also be operator configurable both per SIP method and per Originating/Terminating side, the content of the additional error information sent to the UEs.",1
This information element indicates that Bearer termination is where the command was executed.,2
The UE shall treat the rule with the lowest RulePriority value. ,2
"If the UE finds multiple rules with the same priority, the choice of the rule is UE implementation specific.",1
The subscriber certificate enrolment uses the HTTP Digest based implementation of bootstrapped security association usage to enroll a subscriber certificate and the delivery of a CA certificate.,1
Within one radio frame a PUSCH is assigned to a single UE.,1
"If an application in the HLR needs to send further operations to the same MS as part of the same application, it may continue to use the same transaction until all operations are completed.",1
If a bit is set in the futureEventNoted field it indicates that a maneuver is planned during the time period between current time plus sixty minutes.,0
"If GANSS ID indicates SBAS, this field defines the specific SBAS for which the GANSS specific assistance data are provided.",0
If a bit is clear in the eventOccured field it indicates that a satellite maneuver has not occurred since the ganssBeginTime nor is a maneuver planned for the next sixty minutes.,0
"The carrier frequency of the interference signal shall be 10 MHz, 20 MHz and 30 MHz offset from the carrier frequency of the wanted signal, but excluding interference frequencies outside of the UTRA frequency bands.",0
The activation procedure is used to activate a supplementary service in the HLR.,0
UE initiated media transfer from controllee UE to another controllee UE with subscription to dialog events transfer from one controllee UE to another controllee UE with presistant subscription to dialog event subscription to the dialog event package are shown.,0
The remote UE acknowledges the SIP NOTIFY request by sending a SIP 200 (OK) response to the SCC-AS.,0
"We assume GPRS is configured to use V.42 bis data compression in the SNDCP layer, to allow reduction of the RTP/UDP/IP header size.",0
COMPRESSED_RECEIVE_BLOCK_BITMAP (CRBB) is a compressed bitmap.,0
Leg ID M is an IE that indicates the party in the call for which information Requested Information Type List contains the following information.,2
The App uses the MBMS Client APIs aligned with offering principle of the Content Provider.,2
The Content Provider controls the content preparation chain.,0
The App/Content Provider can utilize unicast for additional communications.,0
"The percentage of bad quality calls, which is equal to 100 minus the satisfaction percentage, is a function of load for an SAIC receiver and a conventional receiver both at 100% penetration.",0
"The RNC Network Resource (NR) is a component of a NE, which can be identified as a discrete separate entity and is in an object oriented environment for the purpose of management represented by an abstract entity called Managed Network Resource Model (NRM), a model representing the actual managed telecommunications Network Resources (NRs) that a System is providing through the subject IRP.",0
Since several media components may exist for a session in parallel these sub-fields may occur several times.,2
"Also if it happens often that an end-user is interrupted or aborted at service use it might change wireless subscription provider, i.e loss of income for the network operator.",0
Hence to have a good retainability of the services is important from a business point of view.,0
"To protect against address spoofing and other security concerns, it is recommended that the MF and the LEMF utilize IPSec.",1
Each entity that processes the SIP request will extract the ICID for possible later use in a CDR.,0
This shall be measured over sufficient time slots to ensure relative measurements is the power measured in a bandwidth of at least kHz around the center frequencies of the intermodulation components.,0
This shall be measured over sufficient time slots to ensure conformance the TRX under test,0
"Upon reception of an HTTP 2xx response to the sent HTTP POST request, the GMC shall consider the temporary MCPTT group formation as successful.",1
The UE shall firstly synchronize the locally kept NH parameter if the received NCC value is different from the current NCC value in the UE itself.,1
ThesholdCrossingOrReachingI1 is the information about the threshold information crossing/reaching.,0
"For absolute measurements, performed on a temporary antenna connector, in the frequency band 747 MHz to 762 MHz, the temporary antenna connector coupling factor, will be as determined according to annex 1 GC7 for GSM 700 MS.",0
As user interaction on security is not desired and may cause breaches in credential terminal security group 2 should not be required.,1
"Firstly at idle Idle mode mobility from UTRAN/GERAN to GERAN to a new SGSN, it is necessary to signal whether the UE ME shall use legacy or session keys as a RAU Complete can be protected.",1
If NACK is received then the UE may retransmit if appropriate physical resources are available otherwise it must receive a further Grant before it can retransmit the MAC-e or MAC-i PDU.,1
"Where E-UTRA has different requirements, or parameters are specified in a different way, the uncertainties may differ.",1
"In some cases the default uncertainties in Annex B of the present document are the same as used for equivalent base station test specifications, which have sometimes been agreed earlier than the UE test specifications.",1
"To enforce network wide fairness, the above utility function can be extended to the entire network and defined as the sum of utilities of all individual users in the network.",0
"If ""inter-RAT (E-UTRAN)"" are requested by USIM, the ME shall, in the MEASUREMENT REPORT, include IE ""E-UTRA measured results"".",1
"The ME shall report GSM carrier RSSI for the up to 6 strongest (highest RSSI value) inter-RAT GSM cells (identified by the BCCH ARFCN), if available in the ME",0
Fifty HUEs are randomly placed into the building block and each HeNB has an active user.,0
This message is sent by the eNB2 to indicate that the eNB2 Proposed Mobility Parameter was refused.,2
The E-UTRA frequency with respect to the GNSS carrier frequency shall be offset by +25 PPM.,0
The information elements that are available to the UE in all the test cases are listed in annex E.,2
The GNSS signal is defined at the A-GNSS antenna connector of the UE.,0
"When explicit neighbour list is provided and DRX is used, either measurement gaps are scheduled or the UE supports capability of conducting such measurements without gaps, the UE shall be able to identify a new detectable cell belonging to the neighbour cell list within Tidentify, UTRA_TDD.",0
"With the <PDP Type>""PPP"" the MT may provide a PPP relay (or proxy) function between the TE and GGSN.",0
The CSA pattern is periodically repeated with the CSA period.,0
"During these negotiations the GGSN may acknowledge values, for any LCP options as proposed by the MT, which itself is forwarding these negotiations.",0
The following measurement returned by a LMU to a CRNC has a general status and may be used for more than one positioning method - radio interface timing information Signalling between Node B or LMU and CRNC is transferred using Iub.,2
The DRNC is a UTRAN element that has an active link to the UE that shall be located.,0
The XCAP client generates an XCAP PUT request to modify the XML encoded presence document to remove the reference to the MIME object from the presence document.,0
"Anchor MSC signals break in LCLS to far end, also alerting any nodes in the path that they must re-active their User Plane.",0
"In order to support a seamless migration path, the 5G system therefore should support such a highly deterministic cyclic data communication service.",0
Both the VLR and the HLR may initiate release of the MAP service at any time.,0
This condition may be checked by either the UE or the BS as both are aware of the CQI and MCS.,2
"Apart from the particulars mentioned above, this model is basically the same as the one for interworking with IP networks described elsewhere in the present document.",2
This partitioning can be evaluated when usage measurements are made on each set separately.,2
"To further monitor and analyze the latency of the procedures listed above created at the RACH level, the measurement of the number of RACH preambles sent per RACH attempt is useful.",0
RACH optimisation function optimises RACH related configurations to achieve minimizing of access delays and random access collision probability for all the UEs.,0
Each measurement is an integer value.,0
This run-time node acts as a placeholder for one or more media to which the operator preferences are applicable.,0
"If Direct Tunnel is not used, the SGSN includes SGSN Address for User Plane and TEID for downlink data.",0
The Serving GW is now able to transmit downlink data towards the UE.,0
"AMR, EFR, FR and HR calls shall be mapped to the default UTRAN speech.",0
The first/leftmost bit of the first octet contains the most significant bit.,0
The IE MBSFN-RSRQ-Range specifies the value range used in MBSFN RSRQ measurements.,0
A multi-lateral CA can be formed based on the existing bi-lateral CAs.,0
"If NP data is retrieved by the MGCF, and the request is routed to the IM CN subsystem, the MGCF shall add the tel-URI NP parameters to the Request-URI. data retrieval has been performed, and if the number is ported, an ""rn"" tel URI parameter is added to identify the ported-to routeing number.",1
"The MGCF NP procedures also apply when the request contains a Request-URI in the form of a SIP URI, where the ""npdi"" and ""rn"" tel-URI parameters are contained in the userinfo part of the SIP URI.",1
The MGCF supports as a network option the inclusion of the XML MIME schema for PSTN.,0
The MSC server shall populate the SIP INFO request.,0
"When the MSC server enhanced for ICS receives a SIP reject response to the SIP INVITE request due to STN-SR, the MSC server shall regard any of the following SIP reject responses as permanent errors - 404 Not found.",1
The 3GPP system shall provide support for a UE with a 5G subscription roaming into a 5G Visited Mobile Network which has a roaming shall be able to provide support for establishing home network provided data connectivity as well as visited network provided data connectivity.,0
"Basing it in a worst case manner on the 20MHz channel bandwidth would be unnecessarily restrictive referenced in the MSR specification as regional ""additional requirements"".",0
"There are BEM limits defined in the EC ""WAPECS"" decision for Band.",2
"These limits are expressed as EIRP, but are based on the shape of the UTRA may be defined for other European bands.",2
This leaf node represents the duration (ms) of sliding window over which PLR is observed and computed.,0
"Without loss of generality, it i.e., the UE-1, the UE-2 and PNE-UE-2 and PNE-1 belong to a PAN.",2
"In the simulation environment, this method was not used. ",0
"Assuming that there will be no corrupted pictures will be rendered, then the parameters that affect the perceived video quality are Number of frames not rendered Rendering smoothness measure (standard deviation of rendering time from the target rendering time), i.e In terms of bitrate overhead, FEC and retransmission are the tools that have bitrate overhead impact, FEC being the one that may have significant overhead.",2
The requirement is valid for all RRC states for which the UE has capabilities.,2
The measured average downlink S CCPCH_Ec/Ior power ratio shall be below the specified value for the RLC_SDU_ER.,0
The entering of text is done similarly as specified in command Send Message +CMGS.,0
"In T4 device trigger scenarios in addition to a second Target Node identity, a third Target Node Identity may be present as E.164 number within the Third Number parameter.",0
"If Network Node Number contains an MME number for SMS, Network Node Diameter Address shall be present and contain the Diameter address of the MME.",1
"If Network Node Number contains an SGSN number, Network Node Diameter Address shall be present only if the HSS has received the information that SGSN supports the Gdd interface.",1
"If Network Node Number contains an SMS Router number, Network Node Diameter Address may be present and shall contain the SMS.",1
"If Network Node Number contains an IP-SM-GW number, Network Node Diameter Address may be present and shall contain the IP Similar for Additional Number.",1
Defining the radio bearer service attributes is a task for RAN.,0
The RAN Access-Bearer Service together with the Physical Bearer Service provides the transport between RAN and CN.,0
It would however be administratively very complex if one has to specify an order for all instances for all events.,0
"If the served mobile subscriber is connected to an active call and has another call on hold, she can alternate from one call to the other or disconnect the active call or disconnect the held call or disconnect both calls.",1
"If the served mobile subscriber is connected to an active call and has another call on hold, she can not receive a call.",1
"With the intrinsic flexibility of the AMR system, it will be possible to customize the application of the codec to meet specific network and service needs.",0
N-PDUs that were already sent to the MS in acknowledged mode and that are not yet acknowledged by the MS are tunnelled together with the number of the LLC frame that transferred the last segment of the N-PDU.,0
It should be distinguished between the NR directly affected by a modification and other impacted NRs.,0
The network will then send a return result indicating acceptance of the request.,0
Finding that her favorite flavored coffee is on special the friend decides to go have a special coffee and meet with the I-WLAN user in the coffee shop.,2
"It is recommended that when the user registers to an OpenID enabled service, then the browser thereby provides information about the operator domain to ensure that the OpenID discovery procedure can be utilizes successfully.",0
"The group chat AS sends one of the chat session invitations to the IP SM-GW according to normal routing procedures (e.g., via S-CSCF).",0
The OMR procedures are applicable to the following IMS entities having IMS-ALG function used in a B2BUA mode.,0
"Although the different scenarios mainly address the IBCF/TrGW, they are also applicable to P-CSCF/ IMS-AGW, except for transcoding function which relates to IBCF only.",0
Quality and capacity can be traded against each other in a controlled manner.,2
"In case MBMS GW decides to receive IP multicast packets, then MBMS GW shall join the multicast group.",1
The BM-SC initiates the MBMS session update procedure when the service area for an ongoing MBMS session shall be modified.,1
"If the PDN connection is ""Delay Tolerant"", the GGSN shall set the DTCI (Delay Tolerant Connection Indication) bit of the Extended Common Flags II.",1
"This shall be provided by the use of service capabilities in both networks and terminals, including both Personal Mobility and Terminal Mobility, for the creation and support of IP multimedia applications.",2
"The following high level requirements shall be supported for IP multimedia - Negotiable QoS for IP multimedia sessions both at the time of a session establishment as well as during the session by the operator and - Negotiable QoS for individual media components in an IP multimedia session both at the time of establishing a media component as well as when the media component is active by the operator and the user - End to end QoS for voice at least as good as that achieved by the circuit-switched wireless systems shall be enabled - Support of roaming, negotiation between operators for QoS and for Service Capabilities is required.",0
"The simulator has been used to evaluate GSM and EC-GSM-IoT cell selection including synchronization performance and modelling of the BCCH frequency layer with frequency reuses 1/3, 3/9, a BSIC and TSC plan, a correct mapping of applicable logical channels upon the 5, modelling of interferers and thermal noise on IQ level.",0
Neither service shall affect the operation of the other Originating Identification Presentation (OIP).,2
In contrast to configuration information it is normally not possible to read this data from the network elements.,2
The only place where this data is available in many deployment scenarios is in the RPT.,2
"The detailed behaviour of the 3GPP AAA Proxy follows the behaviour defined for the STa Authentication and Authorization procedur, with exceptions.",2
"On receipt of the authentication and authorization answer that completes a successful authentication, the 3GPP AAA Proxy shall record the authentication state of the user.",1
This procedure equals with the STa HSS/AAA Initiated Detach procedure.,2
The 3GPP AAA Server shall delete any stored WLAN Location Information and WLAN Location Timestamp associated with the UE when it becomes aware that the WLAN session of the UE is terminated.,1
The 3GPP AAA Server shall delete any stored WLAN Location Information and WLAN Location Timestamp associated with the UE when it becomes aware that the WLAN session of the UE is terminated.,1
"This procedure is optional and it may be invoked by the 3GPP AAA Server, if the operator policies require that the re-authentication of the user for the SWa is to be renewed and the untrusted non-3GPP access network supports the re-authentication.",2
If a BasicServiceCode is not included in the deactivation request the request applies to all basic services against which CFB is activated.,1
The 3GPP AAA Server shall delete any stored WLAN Location Information and WLAN Location Timestamp associated with the UE when a WLAN Access Network provides WLAN Location Information to the 3GPP AAA Server that it does not consider as network provided location.,1
Similarly the PLMN will transfer the LTZ changes arising from summer/winter adjustments when convenient to the network.,2
The MS will implement the new time zone information at an appropriate time.,0
The information passed to MSs supporting the NITZ feature is controlled by the serving PLMN Operator through administrative interaction.,0
"Uplink radio blocks shall be allocated as required allowing the mobile station to continue the transfer of RLC data blocks, when a new RLC data block becomes available.",0
"When the mobile station is allocated an uplink radio block and there is no RLC data block ready to send, the mobile station shall send an RLC/MAC control block in each uplink radio block allocated by the network.",0
"In that case, TBF failure has occurred and an RLC/MAC error should be reported to the higher layer for each of the TBFs for which resources were requested.",0
The two phase packet access procedure is completed upon a successful contention resolution.,0
"Whenever an MBMS E-RAB requires transfer of user data in the M1 UP, an M1 UP protocol instance exists at each M1 interface access points.",0
The MSC server shall indicate to GERAN the selected services within the RANAP RELOCATION REQUEST message.,0
"As a recommended feature, kbps operation with source controlled variable bit rate (VBR) is included.",2
In this case the message is relayed to the subscription network mobile numbers from the number ranges not allocated to the network the MNP SRF is located in and which are also not served by the network the MNP-SRF is located in.,2
This can be also combined with the interference measurement based on NZP-CSI-RS.,2
Then a resource pool for aperiodic CSI-RS can be configured for both channel measurement and interference measurement.,2
There is a security risk of spoofing by the SeGy.,2
"No_Data frames should not be sent downlink across AoIP, except to transport an urgent CMR in RTP.",0
"Consequently, the gsmSCF performs the PNM session redirection for the other UE of the next lower priority (in this example the UE-3).",0
"On receipt of the incoming call request, the GMSC#1 queries the HSS.",0
The HSS provides information including the T-CSI information element that contains information configured for the PNM subscriber identifying the subscriber as having terminating CAMEL services.,0
The HSS returns the T-CSI information element to the GMSC#1 in response to the query for routing information (SRI).,0
The GMSC#1 triggers a CAMEL activity which results in sending a CAMEL IDP message to the GSM Service Control Function (gsmSCF).,0
"The gsmSCF (CAMEL service for PNM) executes the PN UE redirection call request to the default UE of the PN, i.e., to the UE.",0
The GMSC#1 initiates the CS call towards the GMSC#2 by sending an Initial Setup Message.,0
